x,y
0.9963384344787041,0.5206646107506535
0.5040309701211612,0.10072309136910651
0.6389083897946328,0.7659072251675375
0.6543393709703728,0.03414656087847179
0.06519479731899624,0.06113788730814851
0.9709076418491368,0.6480842323771426
0.6964832510378219,0.23348481196020543
0.904496540244962,0.5326145284288349
0.3453294020951426,0.3353945522518703
0.9285345412503273,0.3101499457107696
0.6605129736170331,0.978717237990291
0.9638058945899605,0.7392165908784609
0.24963140982547516,0.852977865966425
0.0910534570235817,0.6308522436339047
0.7280330967577725,0.228872074385429
0.820638250764324,0.5180479647778327
0.502395048498576,0.5293552932151073
0.9280005155771709,0.011806292265706952
0.9308675508286239,0.9300319351616196
0.3021571249893725,0.8195656842191146
0.7460311352790254,0.586154103570807
0.12868176387978747,0.6007453743763673
0.6655318075689695,0.16449428166424107
0.4679913824038955,0.06259903124433075
0.007831221875210792,0.07712412728239804
0.3751860808289731,0.6445475117245759
0.9943256467433764,0.8989461229389325
0.8155581089359327,0.272676875155362
0.0016504378750781257,0.9915433495628769
0.5195841307093384,0.02382116199405193
0.6165220080586329,0.6091915397111128
0.24397522589390985,0.5151371790734597
0.21246664365797985,0.04440766808987806
0.593016075976478,0.6899604390477196
0.5836763428207707,0.8259585605485971
0.3077891965458708,0.7368106700531019
0.06543856301708306,0.03912432308057989
0.3955624289521783,0.3179155126006845
0.9944390089009271,0.915680161680283
0.6337357411215481,0.02851288440197708
0.10554095506544847,0.12635166173732593
0.3718346163231273,0.37636322056020133
0.5871213736984743,0.18193218077937012
0.5476566911546454,0.848591550330059
0.14159697053117692,0.4449664478627745
0.7084317273520556,0.8101198747887016
0.3819041825901489,0.6242187536097816
0.5844659727167719,0.1634273484254396
0.9355440023491014,0.9668193263294601
0.5932718141863415,0.749493529070665
0.0708855926643549,0.7207847012275002
0.6036705604617361,0.6909996463559286
0.09863930622470662,0.6252375647674925
0.1392943340091275,0.7707780236459126
0.7603213170313899,0.314835368865224
0.3024708262093808,0.42573253842399217
0.7960228647133449,0.8593560571541978
0.23317821871538513,0.9315160031105887
0.7973592213280822,0.8502366178383104
0.2986680525563763,0.8115919342162848
0.9178623865473888,0.05994694396509437
0.2483202179070143,0.1607385527208719
0.09170009910503607,0.27193999328827556
0.6778669164113145,0.3759013159196436
0.32867176223701455,0.7352140431253614
0.1364681328523456,0.21222621274075826
0.3886050388730148,0.7381338312202772
0.9864809668405946,0.02040922077616092
0.176669580290153,0.958688693179947
0.012074530264533423,0.4919127367906113
0.9964418389311189,0.11567248121290319
0.9075463789528756,0.3079425717427613
0.8554553733859767,0.5079828691688929
0.883323368095165,0.39921005850816405
0.4743260120108943,0.45308994793646606
0.16086795085049022,0.7927462984048399
0.9907681491278818,0.9157659240242265
0.8772728433434167,0.5170102606890159
0.9256264848333252,0.9270502756708906
0.9840541219027169,0.49540953669670407
0.8083085060274918,0.12465839088044961
0.7414315484984279,0.632523311321982
0.48846389780972677,0.2881252475081565
0.4264466206294023,0.9780489465333299
0.4734966650018634,0.7991952052814016
0.6620156303022133,0.8699356326172689
0.5973847110902324,0.5408954513108898
0.4067368889445808,0.25413732304675385
0.8889791761307195,0.5597717525670439
0.019961394681899614,0.3227526317469537
0.32324921016021324,0.6978160808688895
0.8299834128380706,0.4207361738510035
0.4064760593070771,0.1319882727154571
0.5930509826521287,0.7457656844786491
0.9726499235327571,0.29707229853902095
0.23962926881895086,0.16648100347900308
0.34636537741797535,0.9865284932529517
0.21943850382410968,0.6926979390170801
0.9679998275284057,0.052611640441749374
0.9003634525967453,0.7084276201218321
